2026-02-07 10:31:03.393 [background-preinit][TID: N/A][trace:] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2026-02-07 11:15:45.817 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:45.910 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:45.928 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'pay-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:45.949 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:45.967 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:45.992 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:46.013 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:46.467 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:46.644 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'account-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:46.768 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'account-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.020 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.064 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.088 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.112 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.138 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.160 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.178 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.206 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.234 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.279 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.301 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.320 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.335 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.352 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.426 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.495 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.526 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.570 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.647 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.696 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.717 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.739 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.757 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.790 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.807 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.824 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.906 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:47.921 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:48.811 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:49.221 [restartedMain][TID: N/A][trace:] INFO  org.redisson.Version - Redisson 3.18.1
2026-02-07 11:15:49.715 [restartedMain][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - Redis cluster nodes configuration got from 192.168.29.52/192.168.29.52:7001:
eaa6e306c2f73064e3ed6981c7de08fb588d668b 192.168.29.52:7004@17004 slave c556b585d1b49937a928158a7942ef5dd00d9ec1 0 1770437748000 3 connected
c556b585d1b49937a928158a7942ef5dd00d9ec1 192.168.29.52:7003@17003 master - 0 1770437748000 3 connected 10923-16383
35de5cab71bf4e7e2b9b64610966d3d9088cf7a2 192.168.29.52:7002@17002 master - 0 1770437749291 2 connected 5461-10922
ded2b7f828bb9358197917d20bc81f1d6fc82568 192.168.29.52:7001@17001 myself,master - 0 0 1 connected 0-5460
6b3429b6c882cacf61bb9a45d5a2e0a451cf137e 192.168.29.52:7006@17006 slave 35de5cab71bf4e7e2b9b64610966d3d9088cf7a2 0 1770437748281 2 connected
df947aa0c748eb3be4bd9ab25fae5896b3d582c8 192.168.29.52:7005@17005 slave ded2b7f828bb9358197917d20bc81f1d6fc82568 0 1770437748281 1 connected

2026-02-07 11:15:49.728 [redisson-netty-2-11][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7001
2026-02-07 11:15:49.728 [redisson-netty-2-12][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7002
2026-02-07 11:15:49.733 [redisson-netty-2-18][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7003
2026-02-07 11:15:49.738 [redisson-netty-2-17][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7002
2026-02-07 11:15:49.738 [redisson-netty-2-16][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7001
2026-02-07 11:15:49.738 [redisson-netty-2-19][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7003
2026-02-07 11:15:49.741 [redisson-netty-2-4][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7005
2026-02-07 11:15:49.742 [redisson-netty-2-24][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7006
2026-02-07 11:15:49.743 [redisson-netty-2-5][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7006] added for slot ranges: [[5461-10922]]
2026-02-07 11:15:49.743 [redisson-netty-2-5][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7002 added for slot ranges: [[5461-10922]]
2026-02-07 11:15:49.744 [redisson-netty-2-5][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7006
2026-02-07 11:15:49.744 [redisson-netty-2-25][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7004
2026-02-07 11:15:49.744 [redisson-netty-2-26][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7004] added for slot ranges: [[10923-16383]]
2026-02-07 11:15:49.744 [redisson-netty-2-26][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7003 added for slot ranges: [[10923-16383]]
2026-02-07 11:15:49.744 [redisson-netty-2-26][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7004
2026-02-07 11:15:49.745 [redisson-netty-2-27][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7005] added for slot ranges: [[0-5460]]
2026-02-07 11:15:49.745 [redisson-netty-2-27][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7001 added for slot ranges: [[0-5460]]
2026-02-07 11:15:49.745 [redisson-netty-2-27][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7005
2026-02-07 11:15:49.859 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:50.766 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:50.850 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:50.983 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:51.022 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:51.045 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:51.089 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:51.205 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'pay-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:51.289 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:51.343 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:52.690 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:52.714 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:15:52.800 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_push_bet_order_topic,value:feng_push_bet_order_topic
2026-02-07 11:15:52.800 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_cancel_bet_order_topic,value:feng_cancel_bet_order_topic
2026-02-07 11:15:52.800 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_push_typing_amount_topic,value:feng_push_typing_amount_topic
2026-02-07 11:15:52.800 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_vip_flow_list_topic,value:feng_vip_flow_list_topic
2026-02-07 11:15:52.800 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_venue_site_day_total_bet_amount_topic,value:feng_venue_site_day_total_bet_amount_topic
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_win_lose_channel,value:feng_user_win_lose_channel
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_venue_win_loss_batch_topic,value:feng_user_venue_win_loss_batch_topic
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_third_game_order_record,value:feng_third_game_order_record
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_third_game_payout_topic,value:feng_third_game_payout_topic
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_send_user_activity_order_list,value:feng_send_user_activity_order_list
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_member_recharge,value:feng_member_recharge
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_member_withdraw,value:feng_member_withdraw
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_recharge_withdraw,value:feng_user_recharge_withdraw
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_agent_recharge_withdraw,value:feng_agent_recharge_withdraw
2026-02-07 11:15:52.801 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_free_game,value:feng_free_game
2026-02-07 11:15:52.802 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_free_game_record,value:feng_free_game_record
